Name,Symbol
PBA Infrastructure,PBAINFRA.NS
Petron Engineering,PETRONENGG.NS
Power Mech,POWERMECH.NS
Puravankara Limited,PURVA.NS
Simplex Projects,SIMPLEX.NS
VKS Projects,VKSPL.NS
Pratibha Industries,PRATIBHA.NS
Prakash Constrowell,PRAKASHCON.NS
Ramky Infrastructure,RAMKY.NS
Reliance Industrial,RIIL.NS
RPP Infra,RPPINFRA.NS
Simplex Infrastructures,SIMPLEXINF.NS
Skipper Limited,SKIPPER.NS
SKIL Infrastructure,SKIL.NS
SPML Infra,SPMLINFRA.NS
Supreme Infrastructure,SUPREMEINF.NS
Tarmat Limited,TARMAT.NS
Tantia Constructions,TANTIACONS.NS
Unity Infraprojects,UNITY.NS
Walchandnagar Industries,WALCHANNAG.NS
Engineers India,ENGINERSIN.NS
Technofab Engineering,TECHNOFAB.NS
Sadbhav Infrastructure,SADBHIN.NS
Madhucon Projects,MADHUCON.NS
Shirpur Gold,SHIRPUR-G.NS
REI Six,REISIXTEN.NS
IRB Infrastructure,IRB.NS
ARSS Infrastructure,ARSSINFRA.NS
Atlanta Limited,ATLANTA.NS
Gammon Infrastructure,GAMMNINFRA.NS
GMR Infrastructure,GMRINFRA.NS
IL&FS Transportation,IL&FSTRANS.NS
Jaypee Infratech,JPINFRATEC.NS
MEP Infrastructure,MEP.NS
PNC Infratech,PNCINFRA.NS
La Opala,LAOPALA.NS
Blue Star,BLUESTARCO.NS
PIL ITALICA,PILITA.NS
JIK Industries,JIKIND.NS
Orient Paper,ORIENTPPR.NS
TTK Prestige,TTKPRESTIG.NS
Rushil Décor,RUSHIL.NS
Apollo Hospitals,APOLLOHOSP.NS
Fortis Healthcare,FORTIS.NS
HealthCare Global,HCG.NS
Narayana Hrudayalaya,NH.NS
Indraprastha Medical,INDRAMEDCO.NS
PTL Enterprises,PTL.NS
Oil India,OIL.NS
SVOGL Oil,SVOGL.NS
Hindustan Oil,HINDOILEXP.NS
Selan Exploration,SELAN.NS
Ramkrishna Forgings,RKFORGE.NS
LGB Forge,LGBFORGE.NS
Universal Cables,UNIVCABLES.NS
Kothari Products,KOTHARIPRO.NS
Hindustan Zinc,HINDZINC.NS
Adani Enterprises,ADANIENT.NS
Metkore Alloys,METKORE.NS
Ashapura Minechem,ASHAPURMIN.NS
Impex Ferro,IMPEXFERRO.NS
Gujarat Mineral,GMDCLTD.NS
Gujarat NRE,GUJNRECOKE.NS
Resurgere Mines,RMMIL.NS
MOIL Limited,MOIL.NS
20 Microns,20MICRONS.NS
MMTC Limited,MMTC.NS
The State,STCINDIA.NS
The Orissa,ORISSAMINE.NS
Vedanta Limited,VEDL.NS
Greenearth Resources,AUSTRAL.NS
Coal India,COALINDIA.NS
Mercator Limited,MERCATOR.NS
KPIT Technologies,KPIT.NS
Tata Consultancy,TCS.NS
Tech Mahindra,TECHM.NS
Mindtree Limited,MINDTREE.NS
NIIT Limited,NIITLTD.NS
Onward Technologies,ONWARDTEC.NS
Quintegra Solutions,QUINTEGRA.NS
Wipro Limited,WIPRO.NS
Xchanging Solutions,XCHANGING.NS
Zensar Technologies,ZENSARTECH.NS
Accelya Kale,ACCELYA.NS
Accel Frontline,AFL.NS
Acropetal Technologies,ACROPETAL.NS
Allied Digital,ADSL.NS
Intellect Design,INTELLECT.NS
Cambridge Technology,CTE.NS
CyberTech Systems,CYBERTECH.NS
Cyient Limited,CYIENT.NS
Dynacons Systems,DSSL.NS
Nucleus Software,NUCLEUS.NS
FCS Software,FCSSOFT.NS
Genesys International,GENESYS.NS
Sphere Global,SPHEREGSL.NS
Goldstone Technologies,GOLDTECH.NS
STG Lifecare,SOFTTECHGR.NS
GSS Infotech,GSS.NS
GTL Limited,GTL.NS
HCL Technologies,HCLTECH.NS
Hexaware Technologies,HEXAWARE.NS
IZMO Limited,IZMO.NS
TAKE Solutions,TAKE.NS
Mastek Limited,MASTEK.NS
MphasiS Limited,MPHASIS.NS
NIIT Technologies,NIITTECH.NS
Omnitech Infosolutions,OMNITECH.NS
Palred Technologies,PALRED.NS
Panoramic Universal,PANORAMUNI.NS
Ramco Systems,RAMCOSYS.NS
Redington (India),REDINGTON.NS
Rolta India,ROLTA.NS
Saksoft Limited,SAKSOFT.NS
Infinite Computer,INFINITE.NS
Tricom India,TRICOM.NS
MPS Infotecnics,VISESHINFO.NS
HOV Services,HOVS.NS
Infosys Limited,INFY.NS
3i Infotech,3IINFOTECH.NS
Info Edge,NAUKRI.NS
IntraSoft Technologies,ISFT.NS
Lycos Internet,LYCOS.NS
Net 4,NET4.NS
Almondz Global,ALMONDZ.NS
Weizmann Forex,WEIZFOREX.NS
VLS Finance,VLSFINANCE.NS
Onelife Capital,ONELIFECAP.NS
Aditya Birla,BIRLAMONEY.NS
CARE Ratings,CARERATING.NS
BLB Limited,BLBLIMITED.NS
Blue Chip,BLUECHIP.NS
DB (International),DBSTOCKBRO.NS
CRISIL Limited,CRISIL.NS
Dhunseri Investments,DHUNINV.NS
Dhunseri Petrochem,DPL.NS
Edelweiss Financial,EDELWEISS.NS
Emkay Global,EMKAY.NS
Religare Enterprises,RELIGARE.NS
Consolidated Finvest,CONSOFINVT.NS
JM Financial,JMFINANCIL.NS
HB Stockholdings,HBSTOCK.NS
Indiabulls Ventures,IBVENTURES.NS
ICRA Limited,ICRA.NS
IIFL Holdings,IIFL.NS
Keynote Corporate,KEYCORPSER.NS
Khandwala Securities,KHANDSE.NS
Prime Securities,PRIMESECU.NS
McDowell Holdings,MCDHOLDING.NS
Inventure Growth,INVENTURE.NS
Summit Securities,SUMMITSEC.NS
Tata Investment,TATAINVEST.NS
Indo Thai,INDOTHAI.NS
Ausom Enterprise,AUSOMENT.NS
Goenka Diamond,GOENKA.NS
Zodiac-JRD-MKJ Limited,ZODJRDMKJ.NS
PC Jeweller,PCJEWELLER.NS
Tara Jewels,TARAJEWELS.NS
Vaibhav Global,VAIBHAVGBL.NS
Tribhovandas Bhimji,TBZ.NS
Rajesh Exports,RAJESHEXPO.NS
Shree Ganesh,SGJHL.NS
Lypsa Gems,LYPSAGEMS.NS
Gitanjali Gems,GITANJALI.NS
Goldiam International,GOLDIAM.NS
Renaissance Jewellery,RJL.NS
Thangamayil Jewellery,THANGAMAYL.NS
KDDL Limited,KDDL.NS
Titan Company,TITAN.NS
Shrenuj &,SHRENUJ.NS
SRS Limited,SRSLTD.NS
Surana Corporation,SURANACORP.NS
Max Financial,MFSL.NS
Royal Orchid,ROHLTD.NS
Hotel Leelaventure,HOTELEELA.NS
Advani Hotels,ADVANIHOTR.NS
Asian Hotels,AHLWEST.NS
Asian Hotels,AHLEAST.NS
TGB Banquets,TGBHOTELS.NS
Apollo Sindoori,APOLSINHOT.NS
EIH Associated,EIHAHOTELS.NS
Asian Hotels,ASIANHOTNR.NS
Blue Coast,BLUECOAST.NS
The Byke,THEBYKE.NS
EIH Limited,EIHOTEL.NS
TAJGVK Hotels,TAJGVK.NS
Kamat Hotels,KAMATHOTEL.NS
Oriental Hotels,ORIENTHOT.NS
Viceroy Hotels,VICEROY.NS
The Indian,INDHOTEL.NS
Uniply Industries,UNIPLY.NS
Archidply Industries,ARCHIDPLY.NS
Century Plyboards,CENTURYPLY.NS
Mangalam Timber,MANGTIMBER.NS
Wendt (India),WENDT.NS
NRB Industrial,NIBL.NS
ESAB India,ESABINDIA.NS
Lakshmi Precision,LAKPRE.NS
Sterling Tools,STERTOOLS.NS
Technocraft Industries,TIIL.NS
Jet Airways,JETAIRWAYS.NS
InterGlobe Aviation,INDIGO.NS
Cairn India,CAIRN.NS
Oil and,ONGC.NS
Opto Circuits,OPTOCIRCUI.NS
Poly Medicure,POLYMED.NS
Vimta Labs,VIMTALABS.NS
Dr. Lal,LALPATHLAB.NS
Zenith Birla,ZENITHBIR.NS
Nelcast Limited,NELCAST.NS
Alicon Castalloy,ALICON.NS
Arcotech Limited,ARCOTECH.NS
Bil Energy,BILENERGY.NS
Pennar Engineered,PENPEBS.NS
Mahindra CIE,MAHINDCIE.NS
Electrotherm (India),ELECTHERM.NS
Rohit Ferro-Tech,ROHITFERRO.NS
Shree Ganesh,SGFL.NS
MM Forgings,MMFL.NS
Metalyst Forgings,METALFORGE.NS
Hilton Metal,HILTON.NS
Gandhi Special,GANDHITUBE.NS
Goodluck India,GOODLUCK.NS
Gravita India,GRAVITA.NS
Orient Refractories,ORIENTREF.NS
Srikalahasthi Pipes,SRIPIPES.NS
PSL Limited,PSL.NS
State Bank,SBIN.NS
Bank of,MAHABANK.NS
IDBI Bank,IDBI.NS
The Jammu,J&KBANK.NS
Kotak Mahindra,KOTAKBANK.NS
Yes Bank,YESBANK.NS
The South,SOUTHBANK.NS
Union Bank,UNIONBANK.NS
Bank of,BANKINDIA.NS
City Union,CUB.NS
Allahabad Bank,ALBK.NS
Andhra Bank,ANDHRABANK.NS
Axis Bank,AXISBANK.NS
ICICI Bank,ICICIBANK.NS
Canara Bank,CANBK.NS
Indian Bank,INDIANB.NS
IDFC Bank,IDFCBANK.NS
HDFC Bank,HDFCBANK.NS
Oriental Bank,ORIENTBANK.NS
Central Bank,CENTRALBK.NS
DCB Bank,DCBBANK.NS
Dhanlaxmi Bank,DHANBANK.NS
The Federal,FEDERALBNK.NS
Indian Overseas,IOB.NS
The Karur,KARURVYSYA.NS
The Karnataka,KTKBANK.NS
The Lakshmi,LAKSHVILAS.NS
IndusInd Bank,INDUSINDBK.NS
Punjab National,PNB.NS
United Bank,UNITEDBNK.NS
Bank of,BANKBARODA.NS
Punjab &,PSB.NS
Syndicate Bank,SYNDIBANK.NS
UCO Bank,UCOBANK.NS
Vijaya Bank,VIJAYABANK.NS
Corporation Bank,CORPBANK.NS
Dena Bank,DENABANK.NS
Housing Development,HDFC.NS
LIC Housing,LICHSGFIN.NS
PTC India,PFS.NS
Dewan Housing,DHFL.NS
Indiabulls Housing,IBULHSGFIN.NS
GIC Housing,GICHSGFIN.NS
SREI Infrastructure,SREINFRA.NS
Transwarranty Finance,TFL.NS
Can Fin,CANFINHOME.NS
GRUH Finance,GRUH.NS
Repco Home,REPCOHOME.NS
DQ Entertainment,DQE.NS
Aban Offshore,ABAN.NS
Jindal Drilling,JINDRILL.NS
Alphageo (India),ALPHAGEO.NS
Deep Industries,DEEPIND.NS
Dolphin Offshore,DOLPHINOFF.NS
GOL Offshore,GTOFFSHORE.NS
Oil Country,OILCOUNTUB.NS
Bharat Petroleum,BPCL.NS
Reliance Industries,RELIANCE.NS
Tide Water,TIDEWATER.NS
Mangalore Refinery,MRPL.NS
GP Petroleums,GULFPETRO.NS
Gulf Oil,GULFOILLUB.NS
Indian Oil,IOC.NS
Petronet LNG,PETRONET.NS
Nagarjuna Oil,NAGAROIL.NS
Panama Petrochem,PANAMAPET.NS
Chennai Petroleum,CHENNPETRO.NS
Uflex Limited,UFLEX.NS
Ess Dee,ESSDEE.NS
AMD Industries,AMDIND.NS
Antarctica Limited,ANTGRAPHIC.NS
Emmbi Industries,EMMBI.NS
Nahar Poly,NAHARPOLY.NS
Hindusthan National,HINDNATGLS.NS
Huhtamaki PPL,PAPERPROD.NS
Shree Rama,SHREERAMA.NS
Orient Press,ORIENTLTD.NS
Paramount Printpackaging,PARAPRINT.NS
Pudumjee Paper,PDMJEPAPER.NS
Pearl Polymers,PEARLPOLY.NS
Polyplex Corporation,POLYPLEX.NS
Radha Madhav,RMCL.NS
Time Technoplast,TIMETECHNO.NS
Cosmo Films,COSMOFILMS.NS
JK Paper,JKPAPER.NS
Magnum Ventures,MAGNUM.NS
Shree Rama,RAMANEWS.NS
West Coast,WSTCSTPAPR.NS
Seshasayee Paper,SESHAPAPER.NS
Ballarpur Industries,BALLARPUR.NS
Genus Paper,GENUSPAPER.NS
International Paper,IPAPPM.NS
Malu Paper,MALUPAPER.NS
Pudumjee Pulp,PDUMJEPULP.NS
Sundaram Multi,SUNDARAM.NS
Tamil Nadu,TNPL.NS
Rainbow Papers,RAINBOWPAP.NS
Servalakshmi Paper,SERVALL.NS
Star Paper,STARPAPER.NS
Ruchira Papers,RUCHIRA.NS
Shreyans Industries,SHREYANIND.NS
Dabur India,DABUR.NS
Hindustan Unilever,HINDUNILVR.NS
Jyothy Laboratories,JYOTHYLAB.NS
Zydus Wellness,ZYDUSWELL.NS
Procter &,PGHH.NS
Bajaj Corp,BAJAJCORP.NS
Emami Limited,EMAMILTD.NS
Gillette India,GILLETTE.NS
JHS Svendgaard,JHS.NS
Kaya Limited,KAYA.NS
Marico Limited,MARICO.NS
Colgate-Palmolive (India),COLPAL.NS
Bajaj Finserv,BAJAJFINSV.NS
Oberoi Realty,OBEROIRLTY.NS
Ajmera Realty,AJMERA.NS
Anant Raj,ANANTRAJ.NS
Ansal Housing,ANSALHSG.NS
Cineline India,CINELINE.NS
Emami Infrastructure,EMAMIINFRA.NS
Indiabulls Real,IBREALEST.NS
Future Market,FMNL.NS
The Motor,MOTOGENFIN.NS
Pudumjee Industries,PDUMJEIND.NS
Brigade Enterprises,BRIGADE.NS
Texmaco Infrastructure,TEXINFRA.NS
Jagran Prakashan,JAGRAN.NS
Hindustan Media,HMVL.NS
Cyber Media,CYBERMEDIA.NS
D. B.,DBCORP.NS
Navneet Education,NAVNETEDUL.NS
HT Media,HTMEDIA.NS
Infomedia Press,INFOMEDIA.NS
Sambhaav Media,SAMBHAAV.NS
MPS Limited,MPSLTD.NS
Next Mediaworks,NEXTMEDIA.NS
The Sandesh,SANDESH.NS
North Eastern,NECCLTD.NS
Commercial Engineers,CEBBCO.NS
Titagarh Wagons,TWL.NS
TCI Developers,TCIDEVELOP.NS
Mahindra Lifespace,MAHLIFE.NS
Landmark Property,LPDC.NS
Housing Development,HDIL.NS
Orbit Corporation,ORBITCORP.NS
Omaxe Limited,OMAXE.NS
Unitech Limited,UNITECH.NS
GeeCee Ventures,GEECEE.NS
Zandu Realty,ZANDUREALT.NS
Ansal Properties,ANSALAPI.NS
Arihant Foundations,ARIHANT.NS
Ashiana Housing,ASHIANA.NS
BSEL Infrastructure,BSELINFRA.NS
Ganesh Housing,GANESHHOUC.NS
DB Realty,DBREALTY.NS
DLF Limited,DLF.NS
D.S. Kulkarni,DSKULKARNI.NS
Nitesh Estates,NITESHEST.NS
Prestige Estates,PRESTIGE.NS
Godrej Properties,GODREJPROP.NS
Hubtown Limited,HUBTOWN.NS
Kolte-Patil Developers,KOLTEPATIL.NS
Peninsula Land,PENINLAND.NS
Country Condo'S,COUNCODOS.NS
The Phoenix,PHOENIXLTD.NS
MVL Limited,MVL.NS
Techindia Nirman,TECHIN.NS
PVP Ventures,PVP.NS
Sobha Limited,SOBHA.NS
Sunteck Realty,SUNTECK.NS
Prajay Engineers,PRAENG.NS
Vipul Limited,VIPUL.NS
Prozone Intu,PROZONINTU.NS
Jindal Photo,JINDALPHOT.NS
Wonderla Holidays,WONDERLA.NS
Cox &,COX&KINGS.NS
Atlas Cycles,ATLASCYCLE.NS
Talwalkars Better,TALWALKARS.NS
Kanani Industries,KANANIIND.NS
Thomas Cook,THOMASCOOK.NS
BDR Buildcon,BDR.NS
Vijay Shanthi,VIJSHAN.NS
Country Club,CCHHL.NS
Delta Corp,DELTACORP.NS
GIR Natureview,GIRRESORTS.NS
Mahindra Holidays,MHRIL.NS
Jubilant FoodWorks,JUBLFOOD.NS
Coffee Day,COFFEEDAY.NS
Speciality Restaurants,SPECIALITY.NS
Jubilant Industries,JUBLINDS.NS
Jai Corp,JAICORPLTD.NS
MRF Limited,MRF.NS
Tainwala Chemicals,TAINWALCHM.NS
Apollo Tyres,APOLLOTYRE.NS
Apcotex Industries,APCOTEXIND.NS
Astral Poly,ASTRAL.NS
CEAT Limited,CEATLTD.NS
Elgi Rubber,ELGIRUBCO.NS
Ester Industries,ESTER.NS
Tulsi Extrusions,TULSI.NS
Kemrock Industries,KEMROCK.NS
Flexituff International,FLEXITUFF.NS
Kesoram Industries,KESORAMIND.NS
Pitti Laminations,PITTILAM.NS
Tijaria Polypipes,TIJARIA.NS
Nilkamal Limited,NILKAMAL.NS
Signet Industries,SIGNETIND.NS
Texmo Pipes,TEXMOPIPES.NS
Premier Polyfilm,PREMIERPOL.NS
TVS Srichakra,TVSSRICHAK.NS
The Supreme,SUPREMEIND.NS
Tokyo Plast,TOKYOPLAST.NS
Balkrishna Industries,BALKRISIND.NS
GRP Limited,GRPLTD.NS
Responsive Industries,RESPONIND.NS
Bartronics India,BARTRONICS.NS
Zicom Electronic,ZICOM.NS
Nitin Fire,NITINFIRE.NS
Adani Ports,ADANIPORTS.NS
Dredging Corporation,DREDGECORP.NS
The Great,GESHIP.NS
Essar Shipping,ESSARSHPNG.NS
Global Offshore,GLOBOFFS.NS
Gujarat Pipavav,GPPL.NS
Shreyas Shipping,SHREYAS.NS
The Shipping,SCI.NS
Seamec Limited,SEAMECLTD.NS
Jayant Agro-Organics,JAYAGROGN.NS
Kansai Nerolac,KANSAINER.NS
Xpro India,XPROINDIA.NS
Vinyl Chemicals,VINYLINDIA.NS
Aarti Industries,AARTIIND.NS
Orient Abrasives,ORIENTABRA.NS
Agarwal Industrial,AGARIND.NS
Akzo Nobel,AKZOINDIA.NS
Alkali Metals,ALKALI.NS
Chemfab Alkalis,CHEMFALKAL.NS
Alkyl Amines,ALKYLAMINE.NS
Balaji Amines,BALAMINES.NS
Asian Paints,ASIANPAINT.NS
Shri Aster,SHRIASTER.NS
AVT Natural,AVTNPL.NS
Berger Paints,BERGEPAINT.NS
Bodal Chemicals,BODALCHEM.NS
Goa Carbon,GOACARBON.NS
Castrol India,CASTROLIND.NS
Sudarshan Chemical,SUDARSCHEM.NS
Clariant Chemicals,CLNINDIA.NS
Chromatic India,CHROMATIC.NS
Thirumalai Chemicals,TIRUMALCHM.NS
Vikas EcoTech,VIKASECO.NS
Excel Industries,EXCELINDUS.NS
I G,IGPL.NS
IVP Limited,IVP.NS
Jindal Poly,JINDALPOLY.NS
Kiri Industries,KIRIINDUS.NS
Vivimed Labs,VIVIMEDLAB.NS
Savita Oil,SOTL.NS
Omkar Speciality,OMKARCHEM.NS
Pidilite Industries,PIDILITIND.NS
Plastiblends India,PLASTIBLEN.NS
Vishnu Chemicals,VISHNU.NS
Linde India,LINDEINDIA.NS
Archies Limited,ARCHIES.NS
Hinduja Global,HGS.NS
TeamLease Services,TEAMLEASE.NS
Jindal Saw,JINDALSAW.NS
Jai Balaji,JAIBALAJI.NS
Kalyani Steels,KSL.NS
Tata Steel,TATASTEEL.NS
Surana Industries,SURANAIND.NS
Sujana Universal,SUJANAUNI.NS
NMDC Limited,NMDC.NS
Uttam Value,UTTAMVALUE.NS
Uttam Galva,UTTAMSTL.NS
Usha Martin,USHAMART.NS
Vaswani Industries,VASWANI.NS
Adhunik Metaliks,ADHUNIK.NS
National Steel,NATNLSTEEL.NS
Indian Metals,IMFA.NS
S.A.L. Steel,SALSTEEL.NS
Shah Alloys,SHAHALLOYS.NS
Maithan Alloys,MAITHANALL.NS
Gyscoal Alloys,GAL.NS
Ankit Metal,ANKITMETAL.NS
OCL Iron,OISL.NS
Monnet Ispat,MONNETISPA.NS
APL Apollo,APLAPOLLO.NS
Bedmutha Industries,BEDMUTHA.NS
Bharat Wire,BHARATWIRE.NS
Bhushan Steel,BHUSANSTL.NS
Electrosteel Steels,ESL.NS
Gallantt Ispat,GALLISPAT.NS
Gallantt Metal,GALLANTT.NS
Godawari Power,GPIL.NS
Tata Sponge,TATASPONGE.NS
Sunflag Iron,SUNFLAG.NS
ISMT Limited,ISMTLTD.NS
Sathavahana Ispat,SATHAISPAT.NS
Jayaswal Neco,JAYNECOIND.NS
Jindal Stainless,JSLHISAR.NS
Jindal Steel,JINDALSTEL.NS
Jindal Stainless,JSL.NS
Kamdhenu Limited,KAMDHENU.NS
Man Industries,MANINDS.NS
Splendid Metal,SMPL.NS
Ratnamani Metals,RATNAMANI.NS
Sarda Energy,SARDAEN.NS
MSP Steel,MSPL.NS
Mukand Limited,MUKANDLTD.NS
The Tinplate,TINPLATE.NS
Steel Authority,SAIL.NS
Pennar Industries,PENIND.NS
Prakash Steelage,PRAKASHSTL.NS
Rama Steel,RAMASTEEL.NS
Ramsarup Industries,RAMSARUP.NS
Surya Roshni,SURYAROSNI.NS
Maharashtra Seamless,MAHSEAMLES.NS
Vardhman Special,VSSL.NS
VISA Steel,VISASTEEL.NS
Tata Metaliks,TATAMETALI.NS
Welspun Corp,WELCORP.NS
Prakash Industries,PRAKASH.NS
Tata Elxsi,TATAELXSI.NS
Sasken Technologies,SASKEN.NS
Trigyn Technologies,TRIGYN.NS
Megasoft Limited,MEGASOFT.NS
Zylog Systems,ZYLOG.NS
SQS India,SQSBFSI.NS
Bharatiya Global,BGLOBAL.NS
63 Moons,FINANTECH.NS
ICSA (India),ICSA.NS
Kernex Microsystems,KERNEX.NS
R. S.,RSSOFTWARE.NS
California Software,CALSOFT.NS
8K Miles,8KMILES.NS
Subex Limited,SUBEX.NS
Tanla Solutions,TANLA.NS
Vakrangee Limited,VAKRANGEE.NS
K.P.R. Mill,KPRMILL.NS
Kitex Garments,KITEX.NS
Bang Overseas,BANG.NS
Zodiac Clothing,ZODIACLOTH.NS
Aditya Birla,ABFRL.NS
Ashapura Intimates,AIFL.NS
Celebrity Fashions,CELEBRITY.NS
Kewal Kiran,KKCL.NS
Gokaldas Exports,GOKEX.NS
PDS Multinational,PDSMFL.NS
Monte Carlo,MONTECARLO.NS
Indian Terrain,INDTERRAIN.NS
Integra Garments,INTEGRA.NS
Pearl Global,PGIL.NS
Lovable Lingerie,LOVABLE.NS
Lux Industries,LUXIND.NS
Page Industries,PAGEIND.NS
Provogue (India),PROVOGE.NS
Rupa &,RUPA.NS
Thomas Scott,THOMASCOTT.NS
SPL Industries,SPLIL.NS
Sudar Industries,SUDAR.NS
Cantabil Retail,CANTABIL.NS
SEL Manufacturing,SELMCL.NS
Mandhana Industries,MANDHANA.NS
VIP Industries,VIPIND.NS
Banaras Beads,BANARBEADS.NS
Bhartiya International,BIL.NS
Relaxo Footwears,RELAXO.NS
Mirza International,MIRZAINT.NS
Liberty Shoes,LIBERTSHOE.NS
Sreeleathers Limited,SREEL.NS
Superhouse Limited,SUPERHOUSE.NS
Bata India,BATAINDIA.NS
Jindal Cotex,JINDCOT.NS
JBF Industries,JBFIND.NS
Jindal Worldwide,JINDWORLD.NS
Indo Count,ICIL.NS
First Winner,FIRSTWIN.NS
Welspun India,WELSPUNIND.NS
The Rai,RAIREKMOH.NS
Winsome Yarns,WINSOME.NS
Zenith Exports,ZENITHEXPO.NS
Aarvee Denims,AARVEEDEN.NS
Vardhman Acrylics,VARDHACRLC.NS
AI Champdany,AICHAMP.NS
Alok Industries,ALOKTEXT.NS
Alps Industries,ALPSINDUS.NS
Ambika Cotton,AMBIKCO.NS
Bannari Amman,BASML.NS
Amit Spinning,ASIL.NS
Eurotex Industries,EUROTEXIND.NS
Sutlej Textiles,SUTLEJTEX.NS
Welspun Investments,WELINV.NS
E-Land Apparel,ELAND.NS
Arvind Limited,ARVIND.NS
Arrow Textiles,ARROWTEX.NS
Gillanders Arbuthnot,GILLANDERS.NS
Ashima Limited,ASHIMASYN.NS
AYM Syntex,AYMSYNTEX.NS
Birla Cotsyn,BIRLACOT.NS
The Bombay,BOMDYEING.NS
BSL Limited,BSL.NS
Century Enka,CENTENKA.NS
CIL Nova,CNOVAPETRO.NS
The Indian,INDIANCARD.NS
DCM Limited,DCM.NS
Nandan Denim,NDL.NS
Donear Industries,DONEAR.NS
Eastern Silk,EASTSILK.NS
Pioneer Embroideries,PIONEEREMB.NS
Nagreeka Exports,NAGREEKEXP.NS
Orbit Exports,ORBTEXP.NS
Sarla Performance,SARLAPOLY.NS
Filatex India,FILATEX.NS
Garden Silk,GARDENSILK.NS
Gangotri Textiles,GANGOTRI.NS
Garware-Wall Ropes,GARWALLROP.NS
Ginni Filaments,GINNIFILA.NS
STL Global,SGL.NS
GTN Textiles,GTNTEX.NS
Hanung Toys,HANUNG.NS
Hind Syntex,HINDSYNTEX.NS
Himatsingka Seide,HIMATSEIDE.NS
Lambodhara Textiles,LAMBODHARA.NS
Malwa Cotton,MALWACOTT.NS
Precot Meridian,PRECOT.NS
Suryajyoti Spinning,SURYAJYOTI.NS
Morarjee Textiles,MORARJEE.NS
Mohit Industries,MOHITIND.NS
Nakoda Limited,NAKODA.NS
Nahar Spinning,NAHARSPING.NS
Nahar Industrial,NAHARINDUS.NS
Nitin Spinners,NITINSPIN.NS
Maral Overseas,MARALOVER.NS
Pradip Overseas,PRADIP.NS
Patspin India,PATSPINLTD.NS
Paras Petrofils,PARASPETRO.NS
Vardhman Polytex,VARDMNPOLY.NS
Visagar Polytex,VIVIDHA.NS
Shekhawati Poly-Yarn,SPYL.NS
Rajvir Industries,RAJVIR.NS
Raj Rayon,RAJRAYON.NS
Raymond Limited,RAYMOND.NS
Indo Rama,INDORAMA.NS
RSWM Limited,RSWM.NS
The Ruby,RUBYMILLS.NS
Sangam (India),SANGAMIND.NS
Shiva Texyarn,SHIVTEX.NS
Siyaram Silk,SIYSIL.NS
Standard Industries,SIL.NS
Soma Textiles,SOMATEX.NS
Spentex Industries,SPENTEX.NS
SRF Limited,SRF.NS
STI India,STINDIA.NS
Sumeet Industries,SUMEETINDS.NS
Super Spinning,SUPERSPIN.NS
Suryalakshmi Cotton,SURYALAXMI.NS
Supreme Tex,SUPREMETEX.NS
Swan Energy,SWANENERGY.NS
Banswara Syntex,BANSWRAS.NS
T.T. Limited,TTL.NS
Mayur Uniquoters,MAYURUNIQ.NS
Vardhman Textiles,VTL.NS
Weizmann Limited,WEIZMANIND.NS
Salona Cotspin,SALONACOT.NS
Trident Limited,TRIDENT.NS
VST Industries,VSTIND.NS
Golden Tobacco,GOLDENTOBC.NS
Godfrey Phillips,GODFRYPHLP.NS
ITC Limited,ITC.NS
VRL Logistics,VRLLOG.NS
Ganesha Ecosphere,GANECOS.NS
VA Tech,WABAG.NS
Bharti Infratel,INFRATEL.NS
Idea Cellular,IDEA.NS
OnMobile Global,ONMOBILE.NS
Tata Teleservices,TTML.NS
Tata Communications,TATACOMM.NS
Mahanagar Telephone,MTNL.NS
Nu Tek,NUTEK.NS
Reliance Communications,RCOM.NS
